"bowler1","batsman1","balls","runsConceded","ER"
"M Morkel","G Gambhir",8,5,3.75
"M Morkel","GJ Hopkins",5,7,8.4
"M Morkel","JDP Oram",1,0,0
"M Morkel","JEC Franklin",6,6,6
"M Morkel","JJ Roy",2,4,12
"M Morkel","JM Bairstow",2,4,12
"M Morkel","JN Snape",3,0,0
"M Morkel","Karim Sadiq",2,0,0
"M Morkel","KC Sangakkara",16,16,6
"M Morkel","KMDN Kulasekara",4,9,13.5
"M Morkel","KS Williamson",28,58,12.4285714285714
"M Morkel","L Ronchi",3,5,10
"M Morkel","LRPL Taylor",14,29,12.4285714285714
"M Morkel","MDKJ Perera",25,28,6.72
"M Morkel","MEK Hussey",7,5,4.28571428571429
"M Morkel","Mirwais Ashraf",3,2,4
"M Morkel","Mohammad Hafeez",14,14,6
"M Morkel","Mohammad Nabi",1,0,0
"M Morkel","MR Marsh",6,20,20
"M Morkel","Nawroz Mangal",1,0,0
"M Morkel","NL McCullum",15,14,5.6
"M Morkel","NLTC Perera",16,17,6.375
"M Morkel","PD Collingwood",4,6,9
"M Morkel","Raees Ahmadzai",2,4,12
"M Morkel","Raqibul Hasan",2,1,3
"M Morkel","RJ Nicol",14,21,9
"M Morkel","RV Uthappa",4,5,7.5
"M Morkel","SE Bond",1,0,0
"M Morkel","SE Marsh",13,12,5.53846153846154
"M Morkel","SR Watson",21,29,8.28571428571429
"M Morkel","TT Bresnan",3,3,6
"M Morkel","V Sibanda",2,0,0
"M Morkel","Yuvraj Singh",12,12,6
"M Morkel","Yuvraj Singh",12,12,6
"M Morkel","Zulqarnain Haider",6,3,3
"M Muralitharan","BB McCullum",6,13,13
"M Muralitharan","DL Vettori",5,3,3.6
"M Muralitharan","JD Ryder",9,15,10
"M Muralitharan","JE Taylor",1,0,0
"M Muralitharan","KA Pollard",8,5,3.75
"M Muralitharan","LMP Simmons",3,4,8
"M Muralitharan","LRPL Taylor",17,10,3.52941176470588
"M Muralitharan","Misbah-ul-Haq",12,8,4
"M Muralitharan","NL McCullum",1,0,0
"M Muralitharan","RR Sarwan",16,12,4.5
"M Muralitharan","Shahid Afridi",17,26,9.17647058823529
"M Muralitharan","Shahzaib Hasan",3,1,2
"M Muralitharan","WTS Porterfield",4,2,3
"M Mwamadi","Bosco Tuyizere",8,7,5.25
"M Mwamadi","Bosco Tuyizere",8,7,5.25
"M Mwamadi","M Magagula",7,2,1.71428571428571
"M Mwamadi","Z Bimenyimana",11,15,8.18181818181818
"M Nasim Baras","Khawar Ali",5,3,3.6
"M Ntini","D Ramdin",8,5,3.75
"M Ntini","DA Warner",12,30,15
"M Ntini","DJ Bravo",3,1,2
"M Ntini","DJ Hussey",1,0,0
"M Ntini","MN Samuels",6,4,4
"M Ntini","Nazimuddin",1,0,0
"M Ntini","V Sehwag",4,5,7.5
"M Ozturk","Muhammad Farooq",1,0,0
"M Ozturk","N Knights",5,9,10.8
"M Ozturk","Taranjeet Singh",1,0,0
"M Podosky","Kushal Malla",2,0,0
"M Pushpakumara","SK Raina",3,5,10
"M Sarenac","A Turkmen",4,4,6
"M Sarenac","Aslam Mohammad",4,2,3
"M Sarenac","C Bayraktar",5,3,3.6
"M Sarenac","Fayaz Mohammad",4,5,7.5
"M Sarenac","Gurpratap Singh",4,2,3
"M Sarenac","IA De Silva",3,6,12
"M Sarenac","JD Newton",2,0,0
"M Sarenac","NK Tiwari",3,2,4
"M Sarenac","Riyaz Kajalwala",1,0,0
"M Sarenac","Rohit Kumar",4,2,3
"M Sarenac","S Austin",5,7,8.4
"M Sarenac","Shamsullah Ehsan",2,1,3
"M Shahbaz Butt","Elias Hasan",5,0,0
"M Shahbaz Butt","MMR Obili",3,1,2
"M Shahbaz Butt","Saqib Naveed",4,0,0
"M Shumba","D la Cock",11,13,7.09090909090909
"M Shumba","Haider Ali",5,5,6
"M Shumba","JN Loftie-Eaton",1,0,0
"M Shumba","MG Erasmus",13,15,6.92307692307692
"M Simpson-Parker","Ali Waqar",4,3,4.5
"M Spoors","DA Blignaut",2,0,0
"M Spoors","MJ Richardson",1,0,0
"M Stoman","A Orfila",6,3,3
"M Stoman","RJ Hatchman",4,9,13.5
"M Syahadat Ramli","Bilal Tahir",2,2,6
"M Syahadat Ramli","C Pengkumta",7,2,1.71428571428571
"M Syahadat Ramli","DF Jacobs",10,3,1.8
"M Syahadat Ramli","DS Airee",2,0,0
"M Syahadat Ramli","G Malla",2,6,18
"M Syahadat Ramli","HJ Jordaan",11,8,4.36363636363636
"M Syahadat Ramli","Ilyas Ahmed",2,1,3
"M Syahadat Ramli","K Suttisan",3,0,0
"M Syahadat Ramli","K Suttisan",3,0,0
"M Syahadat Ramli","Manoj Adhikari",9,5,3.33333333333333
"M Syahadat Ramli","Mohammad Ahsan",3,7,14
"M Syahadat Ramli","PS Airee",2,1,3
"M Syahadat Ramli","Z Hoque",2,0,0
"M Taylor","Yusuf Ebrahim",3,1,2
"M Theekshana","AC Agar",18,17,5.66666666666667
"M Theekshana","AJ Finch",65,47,4.33846153846154
"M Theekshana","BN Cooper",2,1,3
"M Theekshana","BR McDermott",22,17,4.63636363636364
"M Theekshana","C Campher",6,2,2
"M Theekshana","D Wiese",1,0,0
"M Theekshana","DA Warner",40,53,7.95
"M Theekshana","FH Allen",3,1,2
"M Theekshana","GH Dockrell",7,6,5.14285714285714
"M Theekshana","GJ Maxwell",23,39,10.1739130434783
"M Theekshana","H Klaasen",3,1,2
"M Theekshana","Hasan Ali",3,1,2
"M Theekshana","Hazratullah",16,15,5.625
"M Theekshana","JN Frylinck",7,4,3.42857142857143
"M Theekshana","JP Inglis",14,17,7.28571428571429
"M Theekshana","Junaid Siddique (2)",7,7,6
"M Theekshana","KL Rahul",3,5,10
"M Theekshana","KP Meiyappan",3,1,2
"M Theekshana","L Tucker",3,1,2
"M Theekshana","Mohammad Nabi",4,5,7.5
"M Theekshana","Mohammad Nabi",4,5,7.5
"M Theekshana","MP O'Dowd",17,23,8.11764705882353
"M Theekshana","NA Rock",2,0,0
"M Theekshana","PR Stirling",4,4,6
"M Theekshana","Rashid Khan",4,2,3
"M Theekshana","Shadab Khan",5,7,8.4
"M Theekshana","Shakib Al Hasan",10,9,5.4
"M Theekshana","SJ Baard",6,5,5
"M Theekshana","SJ Myburgh",2,1,3
"M Theekshana","TLW Cooper",1,0,0
"M Theekshana","Usman Qadir",2,1,3
"M Theekshana","Vikramjit Singh",4,3,4.5
"M Theekshana","ZE Green",4,3,4.5
"M Whelan","Aziz Mohammad",6,20,20
"M Whelan","HV Mandhyan",5,5,6
"M Whelan","S Wickramasekara",5,0,0
"M Zondeki","DR Martyn",9,11,7.33333333333333
"MA Aponso","AD Hales",3,4,8
"MA Aponso","JC Buttler",5,8,9.6
"MA Aponso","Mushfiqur Rahim",8,8,6
"MA Aponso","Tamim Iqbal",9,14,9.33333333333333
"MA Baig","AAA Patel",4,1,1.5
"MA Baig","Akhil Anil",5,5,6
"MA Baig","AP Rajeevan",8,6,4.5
"MA Baig","D Kalvin",8,5,3.75
"MA Baig","E Niyomugabo",2,2,6
"MA Baig","HA Chohan",3,6,12
"MA Baig","J Ghadiyali",6,5,5
"MA Baig","JJ Wright",6,3,3
"MA Baig","JK Vifah",7,5,4.28571428571429
"MA Baig","M Akayezu",4,0,0
"MA Baig","Naeem Gull",4,2,3
"MA Baig","R Bakum",4,4,6
"MA Baig","RK Kiseto",1,0,0
"MA Baig","Sameer Patel",1,0,0
"MA Baig","Shehzad Patel",1,0,0
"MA Baig","SKDT Madusanka",1,0,0
"MA Baig","Umair Qasim",2,1,3
"MA Baig","YYM Jakda",1,0,0
"MA Leask","Abdul Shakoor",1,0,0
"MA Leask","AD Poynter",2,4,12
"MA Leask","Ahmed Shehzad",1,0,0
"MA Leask","Aqib Ilyas",5,2,2.4
"MA Leask","Asif Ali",2,0,0
"MA Leask","AV Lalcheta",5,8,9.6
"MA Leask","CR Ervine",23,25,6.52173913043478
"MA Leask","D Wiese",7,9,7.71428571428571
"MA Leask","HT Tector",3,2,4
"MA Leask","Hussain Talat",11,7,3.81818181818182
"MA Leask","JO Holder",9,3,2
"MA Leask","MG Erasmus",6,13,13
"MA Leask","Mohammad Usman",4,1,1.5
"MA Leask","N Pooran",5,3,3.6
"MA Leask","Naseem Khushi",3,1,2
"MA Leask","Nawroz Mangal",1,0,0
"MA Leask","PR Stirling",14,22,9.42857142857143
"MA Leask","R Powell",4,4,6
"MA Leask","RW Chakabva",5,4,4.8
"MA Leask","Samiullah Shenwari",7,14,12
"MA Leask","SC Williams",40,45,6.75
"MA Leask","Shaiman Anwar",2,0,0
"MA Leask","SJ Baard",10,10,6
"MA Leask","SJ Myburgh",8,2,1.5
"MA Leask","TP Visee",12,18,9
"MA Leask","Umair Ali",5,7,8.4
"MA Parker","PR Stirling",1,0,0
"MA Starc","A Nortje",2,2,6
"MA Starc","ADS Fletcher",7,12,10.2857142857143
"MA Starc","Afif Hossain",14,19,8.14285714285714
"MA Starc","AK Markram",6,7,7
"MA Starc","AS Joseph",9,10,6.66666666666667
"MA Starc","Babar Azam",27,36,8
"MA Starc","BKG Mendis",10,3,1.8
"MA Starc","C Campher",1,0,0
"MA Starc","CJ Jordan",7,5,4.28571428571429
"MA Starc","CK Kapugedera",5,2,2.4
"MA Starc","D Ramdin",1,0,0
"MA Starc","DJG Sammy",11,30,16.3636363636364
"MA Starc","DM de Silva",17,19,6.70588235294118
"MA Starc","DR Smith",9,4,2.66666666666667
"MA Starc","DT Johnston",1,0,0
"MA Starc","F du Plessis",12,10,5
"MA Starc","Fakhar Zaman",17,32,11.2941176470588
"MA Starc","GH Dockrell",4,0,0
"MA Starc","GSNFG Jayasuriya",2,1,3
"MA Starc","HDRL Thirimanne",2,0,0
"MA Starc","HM Amla",14,8,3.42857142857143
"MA Starc","Iftikhar Ahmed",11,19,10.3636363636364
"MA Starc","Imad Wasim",9,8,5.33333333333333
"MA Starc","Imran Nazir",10,4,2.4
"MA Starc","J Charles",17,21,7.41176470588235
"MA Starc","JA Morkel",3,6,12
"MA Starc","JC Buttler",42,70,10
"MA Starc","JM Bairstow",19,17,5.36842105263158
"MA Starc","JO Holder",5,4,4.8
"MA Starc","K Rabada",18,25,8.33333333333333
"MA Starc","KA Pollard",11,15,8.18181818181818
"MA Starc","Kamran Akmal",18,10,3.33333333333333
"MA Starc","KR Mayers",11,16,8.72727272727273
"MA Starc","Liton Das",1,0,0
"MA Starc","LJ Wright",8,4,3
"MA Starc","Mahmudullah",10,12,7.2
"MA Starc","MDKJ Perera",44,52,7.09090909090909
"MA Starc","MM Ali",11,17,9.27272727272727
"MA Starc","MN Samuels",6,7,7
"MA Starc","Mohammad Hafeez",14,10,4.28571428571429
"MA Starc","Mohammad Rizwan",11,4,2.18181818181818
"MA Starc","MS Dhoni",8,12,9
"MA Starc","N Dickwella",1,0,0
"MA Starc","N Pooran",11,9,4.90909090909091
"MA Starc","Nasir Hossain",4,7,10.5
"MA Starc","OF Smith",3,5,10
"MA Starc","P Nissanka",51,56,6.58823529411765
"MA Starc","PBB Rajapaksa",13,20,9.23076923076923
"MA Starc","PR Stirling",5,1,1.2
"MA Starc","PVD Chameera",1,0,0
"MA Starc","PWH de Silva",4,5,7.5
"MA Starc","Q de Kock",26,34,7.84615384615385
"MA Starc","RAS Lakmal",2,1,3
"MA Starc","RG Sharma",5,4,4.8
"MA Starc","S Dhawan",13,12,5.53846153846154
"MA Starc","Saad Nasim",7,2,1.71428571428571
"MA Starc","Saeed Ajmal",1,0,0
"MA Starc","Shahid Afridi",6,10,10
"MA Starc","Shamim Hossain",9,11,7.33333333333333
"MA Starc","Shoaib Malik",7,10,8.57142857142857
"MA Starc","SM Curran",1,0,0
"MA Starc","SO Hetmyer",10,16,9.6
"MA Starc","Soumya Sarkar",4,1,1.5
"MA Starc","SW Billings",5,1,1.2
"MA Starc","TM Dilshan",19,19,6
"MA Starc","Umar Akmal",6,12,12
"MA Starc","Washington Sundar",6,9,9
"MA Wood","AL Phehlukwayo",6,2,2
"MA Wood","Asif Ali",2,4,12
"MA Wood","AT Carey",8,2,1.5
"MA Wood","Babar Azam",6,5,5
"MA Wood","BB McCullum",5,13,15.6
"MA Wood","BKG Mendis",15,22,8.8
"MA Wood","C Campher",6,10,10
"MA Wood","C Karunaratne",2,0,0
"MA Wood","C Munro",4,4,6
"MA Wood","CR Brathwaite",3,0,0
"MA Wood","DA Miller",12,13,6.5
"MA Wood","DA Warner",23,33,8.60869565217391
"MA Wood","DM de Silva",3,2,4
"MA Wood","Haider Ali",5,1,1.2
"MA Wood","Haris Rauf",2,4,12
"MA Wood","HH Pandya",19,16,5.05263157894737
"MA Wood","HT Tector",2,0,0
"MA Wood","JDS Neesham",2,2,6
"MA Wood","JT Smuts",1,0,0
"MA Wood","KL Rahul",5,0,0
"MA Wood","MD Shanaka",17,14,4.94117647058824
"MA Wood","MJ Santner",1,0,0
"MA Wood","Mohammad Nabi",3,2,4
"MA Wood","Mohammad Nawaz (3)",9,10,6.66666666666667
"MA Wood","MP Stoinis",29,37,7.6551724137931
"MA Wood","MS Chapman",8,11,8.25
"MA Wood","MS Wade",6,4,4
"MA Wood","N Dickwella",1,0,0
"MA Wood","N Pooran",5,2,2.4
"MA Wood","NL McCullum",2,0,0
"MA Wood","PBB Rajapaksa",6,7,7
"MA Wood","PR Stirling",3,6,12
"MA Wood","PWH de Silva",8,3,2.25
"MA Wood","Q de Kock",12,33,16.5
"MA Wood","Rahmanullah Gurbaz",1,0,0
"MA Wood","RG Sharma",18,24,8
"MA Wood","RR Hendricks",1,0,0
"MA Wood","S Dhawan",5,1,1.2
"MA Wood","SS Cottrell",3,4,8
"MA Wood","SS Iyer",17,27,9.52941176470588
"MA Wood","T Bavuma",12,24,12
"MA Wood","TG Southee",1,0,0
"MA Wood","TH David",3,0,0
"MA Wood","Usman Qadir",1,0,0
"Mahedi Hasan","AT Carey",16,12,4.5
"Mahedi Hasan","CH Gayle",6,3,3
"Mahedi Hasan","CS MacLeod",8,2,1.5
"Mahedi Hasan","Haider Ali",15,11,4.4
"Mahedi Hasan","HG Munsey",3,1,2
"Mahedi Hasan","HM Nicholls",17,13,4.58823529411765
"Mahedi Hasan","KR Mayers",17,12,4.23529411764706
"Mahedi Hasan","MD Shanaka",3,5,10
"Mahedi Hasan","MH Cross",1,0,0
"Mahedi Hasan","MJ Guptill",4,16,24
"Mahedi Hasan","MR Marsh",31,33,6.38709677419355
"Mahedi Hasan","MS Chapman",5,3,3.6
"Mahedi Hasan","MS Wade",25,25,6
"Mahedi Hasan","N Vanua",2,0,0
"Mahedi Hasan","Q de Kock",5,8,9.6
"Mahedi Hasan","R Ravindra",14,14,6
"Mahedi Hasan","Rahmanullah Gurbaz",6,3,3
"Mahedi Hasan","SC Williams",14,15,6.42857142857143
"Mahedi Hasan","Sikandar Raza",22,11,3
"Mahedi Hasan","SO Hetmyer",4,2,3
"Mahedi Hasan","SSJ Brooks",7,7,6
"Mahedi Hasan","T Marumani",2,0,0
"Mahedi Hasan","TA Blundell",11,4,2.18181818181818
"Mahedi Hasan","TWM Latham",28,18,3.85714285714286
"Mahedi Hasan","W Madhevere",8,13,9.75
"Mahedi Hasan","WA Young",39,35,5.38461538461539
"Mahedi Hasan","Zeeshan Maqsood",9,3,2
"Mahmudullah","Amjad Javed",2,0,0
"Mahmudullah","BKG Mendis",5,7,8.4
"Mahmudullah","BR McDermott",5,8,9.6
"Mahmudullah","CR Ervine",7,3,2.57142857142857
"Mahmudullah","DR Smith",3,10,20
"Mahmudullah","E Lewis",2,2,6
"Mahmudullah","Haider Ali",1,0,0
"Mahmudullah","HDRL Thirimanne",4,3,4.5
"Mahmudullah","Iftikhar Ahmed",2,6,18
"Mahmudullah","KC Sangakkara",17,9,3.17647058823529
"Mahmudullah","LD Chandimal",12,7,3.5
"Mahmudullah","MD Shanaka",7,14,12
"Mahmudullah","MDKJ Perera",36,42,7
"Mahmudullah","Mohammad Nabi",7,3,2.57142857142857
"Mahmudullah","MR Swart",16,18,6.75
"Mahmudullah","MS Chapman",1,0,0
"Mahmudullah","Najibullah Zadran",2,0,0
"Mahmudullah","Nawroz Mangal",1,0,0
"Mahmudullah","Nizakat Khan",12,4,2
"Mahmudullah","O Thomas",2,0,0
"Mahmudullah","R Powell",9,10,6.66666666666667
"Mahmudullah","R Ravindra",5,6,7.2
"Mahmudullah","RR Pant",2,2,6
"Mahmudullah","Saqlain Haider",3,1,2
"Mahmudullah","Sarfraz Ahmed",2,0,0
"Mahmudullah","SC Williams",15,18,7.2
"Mahmudullah","SD Hope",1,0,0
"Mahmudullah","Shafiqullah",3,3,6
"Mahmudullah","SK Raina",8,11,8.25
"Mahmudullah","SO Hetmyer",1,0,0
"Mahmudullah","TN de Grooth",5,5,6
"Mahmudullah","Umar Akmal",5,8,9.6
"Mahmudullah","Usman Ghani",1,0,0
"Mahmudullah","WU Tharanga",12,10,5
"Mahmudullah","Yuvraj Singh",6,4,4
"Mansoor Amjad","Mahmudullah",1,0,0
"Mansoor Amjad","Mashrafe Mortaza",2,1,3
"Mansoor Amjad","Shahadat Hossain",1,0,0
"Mashrafe Mortaza","AD Mathews",10,6,3.6
"Mashrafe Mortaza","Adnan Ilyas",3,2,4
"Mashrafe Mortaza","AK Perera",1,0,0
"Mashrafe Mortaza","CJ Anderson",14,37,15.8571428571429
"Mashrafe Mortaza","DJ Hussey",2,1,3
"Mashrafe Mortaza","DO Obuya",13,18,8.30769230769231
"Mashrafe Mortaza","E Chigumbura",2,1,3
"Mashrafe Mortaza","EMDY Munaweera",3,2,4
"Mashrafe Mortaza","GC Wilson",9,13,8.66666666666667
"Mashrafe Mortaza","H Masakadza",30,56,11.2
"Mashrafe Mortaza","Jatinder Singh",3,5,10
"Mashrafe Mortaza","JEC Franklin",8,3,2.25
"Mashrafe Mortaza","JP Bray",9,1,0.666666666666667
"Mashrafe Mortaza","JS Jesani",2,0,0
"Mashrafe Mortaza","Kamran Akmal",24,28,7
"Mashrafe Mortaza","Kamran Akmal",24,28,7
"Mashrafe Mortaza","KMDN Kulasekara",5,7,8.4
"Mashrafe Mortaza","L Ronchi",1,0,0
"Mashrafe Mortaza","Mohammad Hafeez",26,36,8.30769230769231
"Mashrafe Mortaza","Mohammad Shahzad",1,0,0
"Mashrafe Mortaza","P Khadka",2,2,6
"Mashrafe Mortaza","RE van der Merwe",3,1,2
"Mashrafe Mortaza","RG Sharma",38,53,8.36842105263158
"Mashrafe Mortaza","Rohan Mustafa",4,4,6
"Mashrafe Mortaza","S Prasanna",10,13,7.8
"Mashrafe Mortaza","Shaiman Anwar",2,1,3
"Mashrafe Mortaza","Sikandar Raza",16,17,6.375
"Mashrafe Mortaza","SR Watson",3,1,2
"Mashrafe Mortaza","ST Jayasuriya",1,0,0
"Mashrafe Mortaza","TAM Siriwardana",3,2,4
"Mashrafe Mortaza","TC Bruce",11,17,9.27272727272727
"Mashrafe Mortaza","TLW Cooper",5,1,1.2
"Mashrafe Mortaza","TM Dilshan",5,5,6
"Mashrafe Mortaza","V Kohli",24,26,6.5
"Mashrafe Mortaza","V Sibanda",19,17,5.36842105263158
"Mashrafe Mortaza","W Barresi",2,0,0
"Mashrafe Mortaza","WU Tharanga",21,31,8.85714285714286
"MB Tambe","A Maheshwari",3,1,2
"MB Tambe","A Venkatesh",10,10,6
"MB Tambe","Azam Khalil",3,1,2
"MB Tambe","BBJL Perera",4,1,1.5
"MB Tambe","Dipanjan Dey",25,38,9.12
"MB Tambe","Iftekar Jaman",3,10,20
"MB Tambe","L Karlsson",1,0,0
"MB Tambe","R Mazumder",2,1,3
"MB Tambe","S Austin",3,0,0
"MB Tambe","SD Valjalo",4,6,9
"MB Tambe","Surya Anand",4,2,3
"MB Tambe","W Boshoff",7,3,2.57142857142857
"MB van Schelven","G Malla",9,13,8.66666666666667
"MB van Schelven","P Khadka",7,3,2.57142857142857
"MBS Jonkman","AR Cusack",7,8,6.85714285714286
"MBS Jonkman","Karim Sadiq",7,5,4.28571428571429
"MBS Jonkman","KJ O'Brien",2,0,0
"MBS Jonkman","Nawroz Mangal",5,2,2.4
"MBS Jonkman","Shafiqullah",4,1,1.5
"MC Henriques","AD Hales",2,1,3
"MC Henriques","BKG Mendis",8,16,12
"MC Henriques","DA Miller",2,1,3
"MC Henriques","HH Pandya",8,9,6.75
"MC Henriques","KL Rahul",4,3,4.5
"MC Henriques","LJ Wright",2,4,12
"MC Henriques","SV Samson",4,4,6
"MC Sorensen","AA Obanda",8,9,6.75
"MC Sorensen","Adnan Ilyas",2,1,3
"MC Sorensen","Amir Ali",7,13,11.1428571428571
"MC Sorensen","CJA Amini",1,0,0
"MC Sorensen","DJ Bravo",5,4,4.8
"MC Sorensen","H Patel",1,0,0
"MC Sorensen","HS Baidwan",2,0,0
"MC Sorensen","JB Reva",3,6,12
"MC Sorensen","L Siaka",3,2,4
"MC Sorensen","Mahmudullah",4,13,19.5
"MC Sorensen","Mirwais Ashraf",8,2,1.5
"MC Sorensen","Mohammad Ashraful",3,5,10
"MC Sorensen","Mohammad Naveed",1,0,0
"MC Sorensen","Mohammad Shahzad",17,34,12
"MC Sorensen","Muhammad Usman",1,0,0
"MC Sorensen","NN Odhiambo",8,9,6.75
"MC Sorensen","RA Bhatti",5,5,6
"MC Sorensen","RG Aga",6,5,5
"MC Sorensen","Rizwan Cheema",2,0,0
"MC Sorensen","Rohan Mustafa",10,7,4.2
"MC Sorensen","RR Patel",3,2,4
"MC Sorensen","Samiullah Shenwari",4,1,1.5
"MC Sorensen","SP Patil",13,10,4.61538461538461
"MD Bates","BRM Taylor",10,19,11.4
"MD Bates","E Chigumbura",7,22,18.8571428571429
"MD Bates","H Masakadza",15,11,4.4
"MD Bates","P Utseya",1,0,0
"MD Dai","G Malla",1,0,0
"MD Dai","MC Sorensen",2,1,3
"MD Dai","P Khadka",5,3,3.6
"MD Dai","SR Thompson",7,13,11.1428571428571
"MD Garratt","Amir Zaib",11,20,10.9090909090909
"MD Garratt","C Munoz-Mills",4,1,1.5
"MD Gunathilaka","Abu Jayed",2,2,6
"MD Gunathilaka","JO Holder",5,7,8.4
"MD Gunathilaka","Mustafizur Rahman",1,0,0
"MD Gunathilaka","S Dhawan",8,11,8.25
"MD Gunathilaka","Tamim Iqbal",14,18,7.71428571428571
"MD Gunathilaka","Zakir Hasan",6,8,8
"Md Shafiqul Haque","Hassan Rasheed",7,11,9.42857142857143
"Md Shafiqul Haque","Ibrahim Hassan",4,2,3
"MD Shanaka","AK Markram",5,5,6
"MD Shanaka","Basil Hameed",2,0,0
"MD Shanaka","BR Dunk",8,6,4.5
"MD Shanaka","DA Warner",14,20,8.57142857142857
"MD Shanaka","GJ Maxwell",2,1,3
"MD Shanaka","HH Pandya",14,15,6.42857142857143
"MD Shanaka","Ishan Kishan",6,9,9
"MD Shanaka","JO Holder",3,7,14
"MD Shanaka","JP Faulkner",2,2,6
"MD Shanaka","Mahedi Hasan",3,1,2
"MD Shanaka","MS Dhoni",2,2,6
"MD Shanaka","N Rana",3,0,0
"MD Shanaka","R Powell",3,2,4
"MD Shanaka","RD Chahar",4,5,7.5
"MD Shanaka","RD Gaikwad",4,1,1.5
"MD Shanaka","RG Sharma",6,6,6
"MD Shanaka","SA Yadav",5,2,2.4
"MD Shanaka","SK Raina",3,2,4
"MDK Perera","CL White",9,4,2.66666666666667
"MDK Perera","DJ Hussey",3,1,2
"MDK Perera","SE Marsh",2,2,6
"Mehedi Hasan Miraz","AB de Villiers",13,21,9.69230769230769
"Mehedi Hasan Miraz","Aryan Lakra",4,1,1.5
"Mehedi Hasan Miraz","Babar Azam",1,0,0
"Mehedi Hasan Miraz","BMAJ Mendis",4,1,1.5
"Mehedi Hasan Miraz","Chirag Suri",4,7,10.5
"Mehedi Hasan Miraz","HM Amla",14,26,11.1428571428571
"Mehedi Hasan Miraz","SD Hope",13,40,18.4615384615385
"Mehedi Hasan Miraz","V Aravind",5,6,7.2
"Mehran Khan","Anshuman Rath",3,4,8
"Mehran Khan","Asghar Stanikzai",6,6,6
"Mehran Khan","Karim Sadiq",1,0,0
"Mehran Khan","Mohammad Nabi",14,17,7.28571428571429
"Mehran Khan","MS Chapman",21,24,6.85714285714286
"Mehran Khan","Tanwir Afzal",5,6,7.2
"MF Maharoof","Fawad Alam",2,1,3
"MF Maharoof","Salman Butt",17,15,5.29411764705882
"MF Maharoof","Shakib Al Hasan",4,3,4.5
"MF Maharoof","Shoaib Khan jnr",6,2,2
"MF Maharoof","SP Fleming",6,13,13
"MG Bracewell","Afif Hossain",11,6,3.27272727272727
"MG Bracewell","Babar Azam",15,7,2.8
"MG Bracewell","BJ McCarthy",3,5,10
"MG Bracewell","CA Young",1,0,0
"MG Bracewell","DC Thomas",2,0,0
"MG Bracewell","JO Holder",4,2,3
"MG Bracewell","Liton Das",5,1,1.2
"MG Bracewell","MA Jones",2,0,0
"MG Bracewell","Mohammad Rizwan",15,9,3.6
"MG Bracewell","MP O'Dowd",7,7,6
"MG Bracewell","MR Adair",1,0,0
"MG Bracewell","N Pooran",1,0,0
"MG Bracewell","Shan Masood",11,4,2.18181818181818
"MG Bracewell","SJ Myburgh",5,0,0
"MG Bracewell","SO Hetmyer",13,11,5.07692307692308
"MG Bracewell","Yasir Ali Chowdhury",4,5,7.5
"MG Erasmus","A Otwani",3,7,14
"MG Erasmus","Ameer Saiyed",9,5,3.33333333333333
"MG Erasmus","B Evans",5,3,3.6
"MG Erasmus","CJA Amini",12,13,6.5
"MG Erasmus","DT Tiripano",3,1,2
"MG Erasmus","K Waiswa",6,2,2
"MG Erasmus","KS Williamson",5,1,1.2
"MG Erasmus","M Mooketsi",8,4,3
"MG Erasmus","M Shumba",10,7,4.2
"MG Erasmus","N Master",2,2,6
"MG Erasmus","P Silas",13,12,5.53846153846154
"MG Erasmus","R Nehonde",15,8,3.2
"MG Erasmus","RG Mukasa",1,0,0
"MG Erasmus","S Sesazi",15,10,4
"MG Erasmus","Sandeep Goud",7,5,4.28571428571429
"MG Erasmus","Sikandar Raza",1,0,0
"MG Erasmus","Suraj Kumar",5,2,2.4
"MG Erasmus","T Perera",7,6,5.14285714285714
"MG Erasmus","Zeeshan Maqsood",2,1,3
"MG Hunter","Arslan Ahmed",2,0,0
"MG Hunter","Mian Mehmood",5,2,2.4
"MG Hunter","PD Hennessy",10,8,4.8
"MG Johnson","A Flintoff",5,7,8.4
"MG Johnson","AD Mathews",4,5,7.5
"MG Johnson","ADS Fletcher",15,25,10
"MG Johnson","BAW Mendis",2,0,0
"MG Johnson","C Kieswetter",7,4,3.42857142857143
"MG Johnson","D Ramdin",9,11,7.33333333333333
"MG Johnson","DR Smith",3,1,2
"MG Johnson","EJG Morgan",25,16,3.84
"MG Johnson","Fawad Alam",2,1,3
"MG Johnson","G Gambhir",3,2,4
"MG Johnson","IR Bell",10,13,7.8
"MG Johnson","JA Morkel",7,4,3.42857142857143
"MG Johnson","Kamran Akmal",26,33,7.61538461538461
"MG Johnson","KP Pietersen",22,32,8.72727272727273
"MG Johnson","LD Chandimal",16,14,5.25
"MG Johnson","LJ Wright",9,7,4.66666666666667
"MG Johnson","LRPL Taylor",7,8,6.85714285714286
"MG Johnson","MJ Guptill",6,4,4
"MG Johnson","MJ Lumb",18,25,8.33333333333333
"MG Johnson","MJ Prior",3,3,6
"MG Johnson","Mohammad Hafeez",1,0,0
"MG Johnson","MS Sinclair",1,0,0
"MG Johnson","Nazimuddin",4,0,0
"MG Johnson","NLTC Perera",5,8,9.6
"MG Johnson","PJ Ingram",1,0,0
"MG Johnson","RG Sharma",8,12,9
"MG Johnson","RR Sarwan",11,16,8.72727272727273
"MG Johnson","RS Bopara",5,1,1.2
